ZH,Variable,Saison,NivRechauf,GCM,RCM,delta,surface
F2,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.0881105028310399,1712.15
F1,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.123662111064319,4595.06
F4,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.099682177871351,9621.44
F3,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.115240695506456,10835.87
N0,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.125001571641733,1074.69
N2,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.151411505847538,619.39
N1,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.138264829429941,752.6
N4,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.16194234950233,1215.52
N3,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.153356707897309,1973.03
V6,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.400975051444798,2136.99
V5,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.348301015115936,5731.3
V7,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.344282506243371,3702.39
E5,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.118349482135586,3208.7
V0,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.128958518146812,3444.74
E4,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.0972906648859962,2242
V2,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.242660258420839,3759.62
E6,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.133790757390429,6568.99
V1,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.255870888230077,5949.32
V4,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.324479333679374,4936.32
V3,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.283179416040532,5190.89
M5,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.124430599035232,1855.87
M4,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.117517447413149,233.31
M7,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.132747620927795,2355.95
M6,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.11828413054704,2539.61
M8,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.126918324656929,2581.19
E1,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.138524662302499,2658.4
E3,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.0928094119465697,2825.43
Q1,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.136448296812476,1585.53
E2,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.108817548675071,1209.69
Q0,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.0926106030568831,2461.06
Q3,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.185771715814361,2194.24
Q2,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.142949337324733,3146.1
Q5,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.134519076811621,1425.1
Q4,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.0415053909834446,1368.2
Q7,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.118162872639791,1534.31
Y9,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,-0.0114930032928467,2891.97
Q6,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.064793257759527,1089.34
Y8,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.123239922514708,2698.61
Y1,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,-0.0190469619086197,5326.53
Y0,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.0180319635046289,5199.28
Y3,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.246657526845482,3125.25
Y2,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.0815717241587479,4403.45
H7,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.136339467982081,628.02
Y5,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.332729711533165,4495.86
Y4,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.376231992772069,4636.41
Y7,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.0913271552689062,3133.22
Y6,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.25817895811906,3977.39
P8,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.166565886449861,1037.04
P7,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.12625634819679,2798.82
H0,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.183703880808438,4977.37
P9,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.158873836539445,594.17
H2,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.150706251630714,4017.04
H1,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.162282506615223,7940.09
H4,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.0540563703954711,6017.36
H3,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.0867906711059669,4070.19
H6,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.0461248743164271,2312.37
P0,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.114455986941428,3288.88
H5,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.0990561077181826,2035.43
P2,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.0810018870072176,3067.22
P1,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.114631326033052,3300.37
P4,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.0940035747652608,1281.93
P3,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.121378165397828,2448.69
P6,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.110289453179796,3746.82
P5,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.0996650555273483,2393.78
X0,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.173358065072135,4831.02
X2,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.252009759997531,2297.71
G7,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.152649684946787,479.97
X1,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.285511692140404,4602.76
G6,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.141142996793714,456.42
X3,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.389694710859551,2639.98
O7,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.0728891435322457,5705.78
O6,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.0871733894457045,7251.55
O9,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.106640180449535,6511.54
O8,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.0556209110918054,5820.81
G1,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.121195145180637,345.94
G0,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.1167354053724,765.17
G3,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.123372055360484,228.18
G2,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.114400396380704,1034.43
G5,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.134447114873276,246.4
S3,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.154473560063498,1529.96
G4,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.133771721021097,300.06
S2,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.12881272872528,2028.55
S5,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.132673243006408,369.87
S4,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.206358380408802,1556.7
S6,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.127651335366767,276.97
S9,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.0886111551617985,73.83
K1,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.186566604516495,11061.51
K0,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.11849815132213,7272.23
S1,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.19681454477462,2790.41
S0,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.19198611674389,1910.73
J9,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.131401340741959,1525.76
B2,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.171588906437867,1438.55
B1,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.181807657864287,1321.05
B4,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.240956815237167,1652.17
B3,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.193598817638697,945.43
B6,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.240722543457441,89.89
B5,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.214618704069262,1446.48
J2,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.0724331690806312,1956.41
B7,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.222859697142742,470.24
J1,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.042936932176052,2963.99
J4,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.105033412073622,2858.66
J3,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.0938858302723153,4248.04
J6,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.16015709196496,1618.75
J5,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.114498305409112,2612.19
J8,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.1153594649925,3604.79
R2,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.131780956244744,1191.39
J7,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.102489966094687,5706.93
B0,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.168345369705238,446.6
R1,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.131397732755627,1460.15
R4,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.161758248177858,880.76
R3,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.139452865637933,1496.84
R6,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.130938296268433,1327.03
R5,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.173172841910565,1377.87
R8,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.156977888161628,54.96
J0,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.0628070129865815,2770.78
R7,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.152001814469771,771.57
A9,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.23023321260731,3836.21
A8,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.228792216477525,2078.69
R0,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.137148684904851,1347.63
I9,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.0869068375464978,1107.13
Z4,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.0840547606348991,19.33
A1,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.170877438203282,1807.57
I8,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.102169720375988,476.91
A0,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.250024222935538,894.59
Z6,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.168163208936551,177.96
A3,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.216381039742506,2548.93
Z5,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.151635143374639,261.57
Z8,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.302009708469188,29.09
A2,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.173648216449233,2952.76
A5,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.187381630323413,1929.62
A4,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.1842153107796,1783.78
Q9,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.0959852285764943,1028.41
A7,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.196334403791306,2670.23
A6,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.193168289147508,3091.91
Q8,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.147801492257614,1082.74
I1,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.0598736571461365,1809.45
I0,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.0599226409761471,1308.03
I3,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.079082190640473,543.24
I2,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.0742910401061992,2970.59
I5,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.0973799141254564,1468.12
I4,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.0901760594796744,2069.33
I7,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.102561696359929,1113.63
I6,RR,seas-DJF,GWL-20,CNRM-CM5,ALADIN63,0.0990677748523291,1261.29
M1,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.135098109870594,8294.27
M0,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.119119909461058,7963.25
M3,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.122957922596186,5837.92
M2,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.143301133780358,20.6
U4,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.275828068266921,4014.05
U1,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.195392592199298,5793
U0,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.204983822841576,6186.06
U3,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.212022318201624,5720.16
U2,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.175609643848621,7728.47
L4,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.0982635333893313,3884.86
L3,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.140999795612753,818.31
L6,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.129776707974705,1772
L5,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.0961920468978604,3912.9
L8,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.135318291505272,3666.97
L7,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.137354948586511,1311.67
D0,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.0323883915020088,1133.29
L9,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.135426853506814,1483.68
L0,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.0881928493093892,4402.03
L2,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.125834592005435,3217.75
L1,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.100121321942889,1840.6
K3,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.132172322248524,5604.72
K2,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.113012694724263,8744.54
K5,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.12380030591663,6822.06
K4,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.162717364868519,10007.58
K7,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.127689076051154,3446.26
K6,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.140044936447409,7121.46
O1,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.172875895491597,4131.8
O0,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.196150837242188,5818.12
O3,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.0805179135822402,5301.03
O2,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.177204566321672,5193.2
O5,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.117196347993532,5960.67
O4,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.112691252289479,4490.53
F6,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.119235309689743,7320.53
W1,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.0536310639130919,3063.94
F5,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.109646464611204,5514.57
W0,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.0109770446716748,2711.46
W3,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.217364990584091,2497.41
W2,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.106168930919706,3619.5
F7,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.123021699072069,1105.04
N6,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.145901631691553,770.63
N5,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.132905143464422,403.72
N8,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.139556409373452,1300.74
N7,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.134854347528931,590.11
F0,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.131330766289439,3971.64
F2,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.10847406631786,1712.15
F1,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.115475127318582,4595.06
F4,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.143056294301528,9621.44
F3,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.123910535436636,10835.87
N0,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.114327711431553,1074.69
N2,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.106375867738531,619.39
N1,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.0895173496596064,752.6
N4,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.127693126625802,1215.52
N3,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.109198248722262,1973.03
V6,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.226333828791698,2136.99
V5,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.202385597345338,5731.3
V7,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.149093246934631,3702.39
E5,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.0950599365885829,3208.7
V0,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.12525113796578,3444.74
E4,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.152961742334534,2242
V2,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.172861425511063,3759.62
E6,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.0723930488038437,6568.99
V1,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.178031105480685,5949.32
V4,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.234591215513708,4936.32
V3,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.248684002806155,5190.89
M5,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.127322938830363,1855.87
M4,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.143284866650486,233.31
M7,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.107576105863346,2355.95
M6,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.100170621720768,2539.61
M8,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.123777944834143,2581.19
E1,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.0452211458381605,2658.4
E3,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.110054658420507,2825.43
Q1,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.199381560158006,1585.53
E2,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.0646720013123776,1209.69
Q0,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.206337104013226,2461.06
Q3,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.204275992274075,2194.24
Q2,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.167061623081607,3146.1
Q5,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.223920515706597,1425.1
Q4,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.193450760436678,1368.2
Q7,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.237649994994925,1534.31
Y9,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.061419817864565,2891.97
Q6,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.233415987106769,1089.34
Y8,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.137479426242349,2698.61
Y1,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.132485207019205,5326.53
Y0,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.279192692094128,5199.28
Y3,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.147718595032124,3125.25
Y2,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.159073714589277,4403.45
H7,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.105532170389731,628.02
Y5,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.192447160258512,4495.86
Y4,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.192061996472898,4636.41
Y7,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.162297438931343,3133.22
Y6,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.18717456107484,3977.39
P8,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.0995629816966664,1037.04
P7,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.091180021186458,2798.82
H0,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.0807937338713619,4977.37
P9,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.123106583201716,594.17
H2,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.0926721455035325,4017.04
H1,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.100011378600998,7940.09
H4,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.109297681431003,6017.36
H3,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.0881311353878089,4070.19
H6,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.100819283654313,2312.37
P0,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.0847075733364886,3288.88
H5,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.0824760420509732,2035.43
P2,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.101138164856105,3067.22
P1,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.0968393555498574,3300.37
P4,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.0956427719623418,1281.93
P3,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.107375861777761,2448.69
P6,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.0908980598347363,3746.82
P5,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.0970663514555792,2393.78
X0,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.21423234165172,4831.02
X2,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.195177181831273,2297.71
G7,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.101430942357242,479.97
X1,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.21900194956015,4602.76
G6,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.0951383387630805,456.42
X3,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.228914472683604,2639.98
O7,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.0635850793096673,5705.78
O6,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.17013040547441,7251.55
O9,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.161765293889275,6511.54
O8,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.114153706092054,5820.81
G1,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.0673598059208957,345.94
G0,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.0614619564996051,765.17
G3,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.0889005756174844,228.18
G2,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.0714540268317229,1034.43
G5,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.119337093906031,246.4
S3,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.215548698377272,1529.96
G4,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.0961551290966351,300.06
S2,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.192852425417123,2028.55
S5,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.157974217816935,369.87
S4,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.169878843401138,1556.7
S6,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.130713158125305,276.97
S9,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.21246639397328,73.83
K1,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.139893437988657,11061.51
K0,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.129164851193604,7272.23
S1,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.167884561464195,2790.41
S0,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.125754829174242,1910.73
J9,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.127277294211045,1525.76
B2,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.0962988465218957,1438.55
B1,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.153888645028315,1321.05
B4,RR,seas-DJF,GWL-20,CNRM-CM5,HadREM3-GA7,0.107456842959186,1652.17
